Time;Strain;Reduced Relaxation Function;Elastic Response;Stress
41.8;0.06;0.904202689;0.85733;0.775200091
41.9;0.06;0.904150996;0.85733;0.775155773
42;0.06;0.904099465;0.85733;0.775111594
42.1;0.06;0.904048095;0.85733;0.775067553
42.2;0.06;0.903996885;0.85733;0.77502365
42.3;0.06;0.903945836;0.85733;0.774979884
42.4;0.06;0.903894946;0.85733;0.774936254
42.5;0.06;0.903844215;0.85733;0.774892761
42.6;0.06;0.903793643;0.85733;0.774849404
42.7;0.06;0.903743228;0.85733;0.774806182
42.8;0.06;0.903692971;0.85733;0.774763095
42.9;0.06;0.903642871;0.85733;0.774720142
43;0.06;0.903592927;0.85733;0.774677324
43.1;0.06;0.903543139;0.85733;0.774634639
43.2;0.06;0.903493506;0.85733;0.774592087
43.3;0.06;0.903444028;0.85733;0.774549668
43.4;0.06;0.903394704;0.85733;0.774507382
43.5;0.06;0.903345534;0.85733;0.774465227
43.6;0.06;0.903296518;0.85733;0.774423204
43.7;0.06;0.903247654;0.85733;0.774381312
43.8;0.06;0.903198943;0.85733;0.77433955
43.9;0.06;0.903150384;0.85733;0.774297918
44;0.06;0.903101975;0.85733;0.774256417
44.1;0.06;0.903053718;0.85733;0.774215044
44.2;0.06;0.903005611;0.85733;0.7741738
44.3;0.06;0.902957654;0.85733;0.774132685
44.4;0.06;0.902909846;0.85733;0.774091698
44.5;0.06;0.902862187;0.85733;0.774050839
44.6;0.06;0.902814677;0.85733;0.774010107
44.7;0.06;0.902767314;0.85733;0.773969501
44.8;0.06;0.902720099;0.85733;0.773929022
44.9;0.06;0.902673031;0.85733;0.773888669
45;0.06;0.902626109;0.85733;0.773848442
45.1;0.06;0.902579333;0.85733;0.77380834
45.2;0.06;0.902532703;0.85733;0.773768362
45.3;0.06;0.902486218;0.85733;0.773728509
45.4;0.06;0.902439878;0.85733;0.77368878
45.5;0.06;0.902393681;0.85733;0.773649175
45.6;0.06;0.902347629;0.85733;0.773609693
45.7;0.06;0.902301719;0.85733;0.773570333
45.8;0.06;0.902255953;0.85733;0.773531096
45.9;0.06;0.902210328;0.85733;0.773491981
46;0.06;0.902164846;0.85733;0.773452987
46.1;0.06;0.902119505;0.85733;0.773414115
46.2;0.06;0.902074305;0.85733;0.773375364
46.3;0.06;0.902029245;0.85733;0.773336733
46.4;0.06;0.901984325;0.85733;0.773298222
46.5;0.06;0.901939545;0.85733;0.77325983
46.6;0.06;0.901894904;0.85733;0.773221558
46.7;0.06;0.901850402;0.85733;0.773183405
46.8;0.06;0.901806038;0.85733;0.773145371
46.9;0.06;0.901761812;0.85733;0.773107454
47;0.06;0.901717723;0.85733;0.773069656
47.1;0.06;0.901673771;0.85733;0.773031974
47.2;0.06;0.901629956;0.85733;0.77299441
47.3;0.06;0.901586277;0.85733;0.772956963
47.4;0.06;0.901542733;0.85733;0.772919631
47.5;0.06;0.901499325;0.85733;0.772882416
47.6;0.06;0.901456051;0.85733;0.772845316
47.7;0.06;0.901412912;0.85733;0.772808332
47.8;0.06;0.901369906;0.85733;0.772771462
47.9;0.06;0.901327035;0.85733;0.772734706
48;0.06;0.901284296;0.85733;0.772698065
48.1;0.06;0.901241689;0.85733;0.772661538
48.2;0.06;0.901199216;0.85733;0.772625123
48.3;0.06;0.901156873;0.85733;0.772588822
48.4;0.06;0.901114663;0.85733;0.772552634
48.5;0.06;0.901072583;0.85733;0.772516557
48.6;0.06;0.901030634;0.85733;0.772480593
48.7;0.06;0.900988815;0.85733;0.77244474
48.8;0.06;0.900947125;0.85733;0.772408999
48.9;0.06;0.900905565;0.85733;0.772373368
49;0.06;0.900864134;0.85733;0.772337848
49.1;0.06;0.900822831;0.85733;0.772302438
49.2;0.06;0.900781657;0.85733;0.772267138
49.3;0.06;0.90074061;0.85733;0.772231947
49.4;0.06;0.900699691;0.85733;0.772196866
49.5;0.06;0.900658898;0.85733;0.772161893
49.6;0.06;0.900618232;0.85733;0.772127029
49.7;0.06;0.900577692;0.85733;0.772092273
49.8;0.06;0.900537278;0.85733;0.772057624
49.9;0.06;0.900496989;0.85733;0.772023083
50;0.06;0.900456825;0.85733;0.771988649
50.1;0.06;0.900416785;0.85733;0.771954322
50.2;0.06;0.90037687;0.85733;0.771920102
50.3;0.06;0.900337078;0.85733;0.771885987
50.4;0.06;0.90029741;0.85733;0.771851978
50.5;0.06;0.900257864;0.85733;0.771818075
50.6;0.06;0.900218441;0.85733;0.771784276
50.7;0.06;0.900179141;0.85733;0.771750583
50.8;0.06;0.900139962;0.85733;0.771716993
50.9;0.06;0.900100904;0.85733;0.771683508
51;0.06;0.900061968;0.85733;0.771650127
51.1;0.06;0.900023152;0.85733;0.771616849
51.2;0.06;0.899984457;0.85733;0.771583674
51.3;0.06;0.899945881;0.85733;0.771550602
51.4;0.06;0.899907425;0.85733;0.771517633
51.5;0.06;0.899869088;0.85733;0.771484765
51.6;0.06;0.89983087;0.85733;0.771452
51.7;0.06;0.89979277;0.85733;0.771419336
51.8;0.06;0.899754789;0.85733;0.771386773
51.9;0.06;0.899716925;0.85733;0.771354311
52;0.06;0.899679178;0.85733;0.77132195
52.1;0.06;0.899641548;0.85733;0.771289689
52.2;0.06;0.899604035;0.85733;0.771257527
