;First Relaxation;;Second Relaxation;
Time;Experimental;Numerical;Experimental;Numerical
403.5;;1.615992818;;1.499390827
403.6;;1.615951693;;1.499375618
403.7;;1.615910579;;1.499360415
403.8;;1.615869476;;1.49934522
403.9;;1.615828385;;1.499330031
404;;1.615787304;;1.49931485
404.1;;1.615746235;;1.499299676
404.2;;1.615705176;;1.499284509
404.3;;1.615664129;;1.499269349
404.4;;1.615623093;;1.499254196
404.5;;1.615582068;;1.49923905
404.6;;1.615541054;;1.499223912
404.7;;1.615500051;;1.49920878
404.8;;1.615459059;;1.499193655
404.9;;1.615418078;;1.499178538
405;;1.615377108;;1.499163428
405.1;;1.615336149;;1.499148324
405.2;;1.615295201;;1.499133228
405.3;;1.615254264;;1.499118139
405.4;;1.615213339;;1.499103056
405.5;;1.615172424;;1.499087981
405.6;;1.61513152;;1.499072913
405.7;;1.615090628;;1.499057852
405.8;;1.615049746;;1.499042798
405.9;;1.615008876;;1.499027751
406;;1.614968016;;1.499012711
406.1;;1.614927168;;1.498997678
406.2;;1.61488633;;1.498982653
406.3;;1.614845504;;1.498967634
406.4;;1.614804688;;1.498952622
406.5;;1.614763884;;1.498937617
406.6;;1.61472309;;1.498922619
406.7;;1.614682308;;1.498907629
406.8;;1.614641536;;1.498892645
406.9;;1.614600776;;1.498877668
407;;1.614560026;;1.498862698
407.1;;1.614519288;;1.498847736
407.2;;1.61447856;;1.49883278
407.3;;1.614437844;;1.498817831
407.4;;1.614397138;;1.498802889
407.5;;1.614356443;;1.498787954
407.6;;1.61431576;;1.498773027
407.7;;1.614275087;;1.498758106
407.8;;1.614234425;;1.498743192
407.9;;1.614193775;;1.498728285
408;;1.614153135;;1.498713385
408.1;;1.614112506;;1.498698492
408.2;;1.614071888;;1.498683606
408.3;;1.614031282;;1.498668727
408.4;;1.613990686;;1.498653855
408.5;;1.613950101;;1.49863899
408.6;;1.613909527;;1.498624132
408.7;;1.613868963;;1.49860928
408.8;;1.613828411;;1.498594436
408.9;;1.61378787;;1.498579599
409;;1.61374734;;1.498564768
409.1;;1.61370682;;1.498549945
409.2;;1.613666312;;1.498535128
409.3;;1.613625814;;1.498520319
409.4;;1.613585328;;1.498505516
409.5;;1.613544852;;1.49849072
409.6;;1.613504387;;1.498475931
409.7;;1.613463934;;1.498461149
409.8;;1.613423491;;1.498446374
409.9;;1.613383059;;1.498431606
410;;1.613342637;;1.498416845
410.1;;1.613302227;;1.498402091
410.2;;1.613261828;;1.498387343
410.3;;1.613221439;;1.498372603
410.4;;1.613181062;;1.498357869
410.5;;1.613140695;;1.498343142
410.6;;1.613100339;;1.498328422
410.7;;1.613059995;;1.498313709
410.8;;1.613019661;;1.498299003
410.9;;1.612979337;;1.498284304
411;;1.612939025;;1.498269612
411.1;;1.612898724;;1.498254926
411.2;;1.612858433;;1.498240248
411.3;;1.612818153;;1.498225576
411.4;;1.612777885;;1.498210911
411.5;;1.612737627;;1.498196253
411.6;;1.61269738;;1.498181602
411.7;;1.612657143;;1.498166957
411.8;;1.612616918;;1.49815232
411.9;;1.612576703;;1.498137689
412;;1.6125365;;1.498123065
412.1;;1.612496307;;1.498108448
412.2;;1.612456125;;1.498093838
412.3;;1.612415954;;1.498079235
412.4;;1.612375793;;1.498064638
412.5;;1.612335644;;1.498050049
412.6;;1.612295505;;1.498035466
412.7;;1.612255377;;1.49802089
412.8;;1.61221526;;1.49800632
412.9;;1.612175154;;1.497991758
413;;1.612135058;;1.497977202
413.1;;1.612094974;;1.497962654
413.2;;1.6120549;;1.497948112
413.3;;1.612014837;;1.497933576
413.4;;1.611974785;;1.497919048
413.5;;1.611934743;;1.497904526
413.6;;1.611894713;;1.497890012
413.7;;1.611854693;;1.497875503
413.8;;1.611814684;;1.497861002
413.9;;1.611774686;;1.497846508
414;;1.611734698;;1.49783202
414.1;;1.611694722;;1.497817539
414.2;;1.611654756;;1.497803065
414.3;;1.611614801;;1.497788598
414.4;;1.611574856;;1.497774137
414.5;;1.611534923;;1.497759683
414.6;;1.611495;;1.497745236
414.7;;1.611455088;;1.497730796
414.8;;1.611415187;;1.497716362
414.9;;1.611375296;;1.497701935
415;;1.611335417;;1.497687515
415.1;;1.611295548;;1.497673102
415.2;;1.611255689;;1.497658695
415.3;;1.611215842;;1.497644295
415.4;;1.611176005;;1.497629902
415.5;;1.611136179;;1.497615515
415.6;;1.611096364;;1.497601136
415.7;;1.611056559;;1.497586763
415.8;;1.611016766;;1.497572396
415.9;;1.610976982;;1.497558037
416;;1.61093721;;1.497543684
416.1;;1.610897449;;1.497529338
416.2;;1.610857698;;1.497514998
416.3;;1.610817957;;1.497500666
416.4;;1.610778228;;1.49748634
416.5;;1.610738509;;1.49747202
416.6;;1.610698801;;1.497457708
416.7;;1.610659104;;1.497443402
416.8;;1.610619417;;1.497429102
416.9;;1.610579741;;1.49741481
417;;1.610540076;;1.497400524
417.1;;1.610500422;;1.497386245
417.2;;1.610460778;;1.497371972
417.3;;1.610421145;;1.497357706
417.4;;1.610381522;;1.497343447
417.5;;1.61034191;;1.497329195
417.6;;1.610302309;;1.497314949
417.7;;1.610262719;;1.49730071
417.8;;1.610223139;;1.497286477
417.9;;1.61018357;;1.497272251
418;;1.610144012;;1.497258032
418.1;;1.610104464;;1.497243819
418.2;;1.610064927;;1.497229613
418.3;;1.610025401;;1.497215414
418.4;;1.609985885;;1.497201221
418.5;;1.60994638;;1.497187035
418.6;;1.609906885;;1.497172856
418.7;;1.609867402;;1.497158683
418.8;;1.609827928;;1.497144517
418.9;;1.609788466;;1.497130357
419;;1.609749014;;1.497116204
419.1;;1.609709573;;1.497102058
419.2;;1.609670142;;1.497087918
419.3;;1.609630722;;1.497073785
419.4;;1.609591313;;1.497059659
419.5;;1.609551914;;1.497045539
419.6;;1.609512526;;1.497031426
419.7;;1.609473149;;1.497017319
419.8;;1.609433782;;1.497003219
419.9;;1.609394426;;1.496989126
420;;1.60935508;;1.496975039
420.1;;1.609315745;;1.496960958
420.2;;1.609276421;;1.496946885
420.3;;1.609237107;;1.496932818
420.4;;1.609197804;;1.496918757
420.5;;1.609158511;;1.496904703
420.6;;1.609119229;;1.496890656
420.7;;1.609079958;;1.496876615
420.8;;1.609040697;;1.49686258
420.9;;1.609001447;;1.496848553
421;;1.608962207;;1.496834531
421.1;;1.608922978;;1.496820517
421.2;;1.60888376;;1.496806509
421.3;;1.608844552;;1.496792507
421.4;;1.608805354;;1.496778512
421.5;;1.608766168;;1.496764524
421.6;;1.608726992;;1.496750542
421.7;;1.608687826;;1.496736567
421.8;;1.608648671;;1.496722598
421.9;;1.608609526;;1.496708635
422;;1.608570392;;1.49669468
422.1;;1.608531269;;1.49668073
422.2;;1.608492156;;1.496666788
422.3;;1.608453054;;1.496652852
422.4;;1.608413962;;1.496638922
422.5;;1.608374881;;1.496624999
422.6;;1.60833581;;1.496611082
422.7;;1.60829675;;1.496597172
422.8;;1.6082577;;1.496583268
422.9;;1.608218661;;1.496569371
423;;1.608179633;;1.49655548
423.1;;1.608140615;;1.496541596
423.2;;1.608101607;;1.496527719
423.3;;1.60806261;;1.496513847
423.4;;1.608023624;;1.496499983
423.5;;1.607984648;;1.496486124
423.6;;1.607945682;;1.496472273
423.7;;1.607906727;;1.496458427
423.8;;1.607867783;;1.496444589
423.9;;1.607828849;;1.496430756
424;;1.607789926;;1.49641693
424.1;;1.607751013;;1.496403111
424.2;;1.60771211;;1.496389298
424.3;;1.607673218;;1.496375492
424.4;;1.607634337;;1.496361692
424.5;;1.607595466;;1.496347898
424.6;;1.607556605;;1.496334111
424.7;;1.607517755;;1.49632033
424.8;;1.607478916;;1.496306556
424.9;;1.607440087;;1.496292788
425;;1.607401268;;1.496279027
425.1;;1.60736246;;1.496265272
425.2;;1.607323662;;1.496251523
425.3;;1.607284875;;1.496237781
425.4;;1.607246098;;1.496224046
425.5;;1.607207332;;1.496210316
425.6;;1.607168576;;1.496196594
425.7;;1.607129831;;1.496182877
425.8;;1.607091096;;1.496169167
425.9;;1.607052371;;1.496155464
426;;1.607013657;;1.496141766
426.1;;1.606974954;;1.496128076
426.2;;1.60693626;;1.496114391
426.3;;1.606897578;;1.496100713
426.4;;1.606858905;;1.496087042
426.5;;1.606820243;;1.496073377
426.6;;1.606781592;;1.496059718
426.7;;1.606742951;;1.496046065
426.8;;1.60670432;;1.496032419
426.9;;1.6066657;;1.49601878
427;;1.60662709;;1.496005146
427.1;;1.606588491;;1.49599152
427.2;;1.606549902;;1.495977899
427.3;;1.606511323;;1.495964285
427.4;;1.606472755;;1.495950677
427.5;;1.606434197;;1.495937076
427.6;;1.60639565;;1.495923481
427.7;;1.606357113;;1.495909892
427.8;;1.606318587;;1.49589631
427.9;;1.60628007;;1.495882734
428;;1.606241565;;1.495869164
428.1;;1.606203069;;1.495855601
428.2;;1.606164584;;1.495842044
428.3;;1.606126109;;1.495828493
428.4;;1.606087645;;1.495814949
428.5;;1.606049191;;1.495801411
428.6;;1.606010748;;1.495787879
428.7;;1.605972314;;1.495774354
428.8;;1.605933892;;1.495760835
428.9;;1.605895479;;1.495747322
429;;1.605857077;;1.495733816
429.1;;1.605818685;;1.495720316
429.2;;1.605780304;;1.495706822
429.3;;1.605741933;;1.495693334
429.4;;1.605703572;;1.495679853
429.5;;1.605665222;;1.495666378
429.6;;1.605626882;;1.49565291
429.7;;1.605588552;;1.495639448
429.8;;1.605550233;;1.495625992
429.9;;1.605511924;;1.495612542
430;;1.605473625;;1.495599099
430.1;;1.605435337;;1.495585662
430.2;;1.605397059;;1.495572231
430.3;;1.605358791;;1.495558806
430.4;;1.605320534;;1.495545388
430.5;;1.605282287;;1.495531976
430.6;;1.60524405;;1.49551857
430.7;;1.605205823;;1.495505171
430.8;;1.605167607;;1.495491778
430.9;;1.605129401;;1.495478391
431;;1.605091206;;1.49546501
431.1;;1.605053021;;1.495451636
431.2;;1.605014846;;1.495438268
431.3;;1.604976681;;1.495424906
431.4;;1.604938527;;1.49541155
431.5;;1.604900383;;1.495398201
431.6;;1.604862249;;1.495384858
431.7;;1.604824125;;1.495371521
431.8;;1.604786012;;1.49535819
431.9;;1.604747909;;1.495344866
432;;1.604709817;;1.495331547
432.1;;1.604671734;;1.495318235
432.2;;1.604633662;;1.49530493
432.3;;1.6045956;;1.49529163
432.4;;1.604557549;;1.495278337
432.5;;1.604519507;;1.49526505
432.6;;1.604481476;;1.495251769
432.7;;1.604443455;;1.495238494
432.8;;1.604405445;;1.495225226
432.9;;1.604367444;;1.495211963
433;;1.604329454;;1.495198707
433.1;;1.604291475;;1.495185457
433.2;;1.604253505;;1.495172214
433.3;;1.604215546;;1.495158976
433.4;;1.604177597;;1.495145745
433.5;;1.604139658;;1.49513252
433.6;;1.604101729;;1.495119301
433.7;;1.604063811;;1.495106088
433.8;;1.604025902;;1.495092881
433.9;;1.603988004;;1.495079681
434;;1.603950117;;1.495066487
434.1;;1.603912239;;1.495053298
434.2;;1.603874372;;1.495040117
434.3;;1.603836515;;1.495026941
434.4;;1.603798668;;1.495013771
434.5;;1.603760831;;1.495000608
434.6;;1.603723005;;1.49498745
434.7;;1.603685188;;1.494974299
434.8;;1.603647382;;1.494961154
434.9;;1.603609586;;1.494948016
435;;1.603571801;;1.494934883
435.1;;1.603534025;;1.494921756
435.2;;1.60349626;;1.494908636
435.3;;1.603458505;;1.494895522
435.4;;1.60342076;;1.494882413
435.5;;1.603383025;;1.494869311
435.6;;1.6033453;;1.494856215
435.7;;1.603307586;;1.494843126
435.8;;1.603269882;;1.494830042
435.9;;1.603232187;;1.494816964
436;;1.603194503;;1.494803893
436.1;;1.60315683;;1.494790828
436.2;;1.603119166;;1.494777768
436.3;;1.603081513;;1.494764715
436.4;;1.603043869;;1.494751668
436.5;;1.603006236;;1.494738627
436.6;;1.602968613;;1.494725593
436.7;;1.602931;;1.494712564
436.8;;1.602893397;;1.494699541
436.9;;1.602855805;;1.494686525
437;;1.602818222;;1.494673514
437.1;;1.60278065;;1.49466051
437.2;;1.602743088;;1.494647512
437.3;;1.602705536;;1.494634519
437.4;;1.602667994;;1.494621533
437.5;;1.602630462;;1.494608553
437.6;;1.60259294;;1.494595579
437.7;;1.602555429;;1.494582611
437.8;;1.602517927;;1.494569649
437.9;;1.602480436;;1.494556693
438;;1.602442955;;1.494543744
438.1;;1.602405484;;1.4945308
438.2;;1.602368023;;1.494517862
438.3;;1.602330572;;1.494504931
438.4;;1.602293131;;1.494492005
438.5;;1.6022557;;1.494479086
438.6;;1.60221828;;1.494466172
438.7;;1.602180869;;1.494453265
438.8;;1.602143469;;1.494440363
438.9;;1.602106078;;1.494427468
439;;1.602068698;;1.494414579
439.1;;1.602031328;;1.494401695
439.2;;1.601993968;;1.494388818
439.3;;1.601956618;;1.494375947
439.4;;1.601919278;;1.494363081
439.5;;1.601881948;;1.494350222
439.6;;1.601844628;;1.494337369
439.7;;1.601807318;;1.494324522
439.8;;1.601770018;;1.49431168
439.9;;1.601732729;;1.494298845
440;;1.601695449;;1.494286016
440.1;;1.601658179;;1.494273193
440.2;;1.60162092;;1.494260376
440.3;;1.60158367;;1.494247564
440.4;;1.601546431;;1.494234759
440.5;;1.601509202;;1.49422196
440.6;;1.601471982;;1.494209167
440.7;;1.601434773;;1.494196379
440.8;;1.601397574;;1.494183598
440.9;;1.601360384;;1.494170823
441;;1.601323205;;1.494158053
441.1;;1.601286036;;1.49414529
441.2;;1.601248877;;1.494132532
441.3;;1.601211728;;1.494119781
441.4;;1.601174589;;1.494107035
441.5;;1.601137459;;1.494094296
441.6;;1.60110034;;1.494081562
441.7;;1.601063231;;1.494068835
441.8;;1.601026132;;1.494056113
441.9;;1.600989043;;1.494043397
442;;1.600951964;;1.494030687
442.1;;1.600914895;;1.494017983
442.2;;1.600877836;;1.494005286
442.3;;1.600840787;;1.493992594
442.4;;1.600803748;;1.493979907
442.5;;1.600766719;;1.493967227
442.6;;1.600729699;;1.493954553
442.7;;1.60069269;;1.493941885
442.8;;1.600655691;;1.493929223
442.9;;1.600618702;;1.493916566
443;;1.600581723;;1.493903916
443.1;;1.600544753;;1.493891271
443.2;;1.600507794;;1.493878632
443.3;;1.600470845;;1.493866
443.4;;1.600433906;;1.493853373
443.5;;1.600396976;;1.493840752
443.6;;1.600360057;;1.493828137
443.7;;1.600323147;;1.493815527
443.8;;1.600286248;;1.493802924
443.9;;1.600249358;;1.493790327
444;;1.600212479;;1.493777735
444.1;;1.600175609;;1.49376515
444.2;;1.600138749;;1.49375257
444.3;;1.600101899;;1.493739996
444.4;;1.600065059;;1.493727428
444.5;;1.60002823;;1.493714866
444.6;;1.59999141;;1.49370231
444.7;;1.599954599;;1.493689759
444.8;;1.599917799;;1.493677215
444.9;;1.599881009;;1.493664676
445;;1.599844229;;1.493652144
445.1;;1.599807458;;1.493639617
445.2;;1.599770698;;1.493627096
445.3;;1.599733947;;1.49361458
445.4;;1.599697207;;1.493602071
445.5;;1.599660476;;1.493589568
445.6;;1.599623755;;1.49357707
445.7;;1.599587044;;1.493564578
445.8;;1.599550343;;1.493552092
445.9;;1.599513652;;1.493539612
446;;1.599476971;;1.493527138
446.1;;1.5994403;;1.493514669
446.2;;1.599403638;;1.493502207
446.3;;1.599366987;;1.49348975
446.4;;1.599330345;;1.493477299
446.5;;1.599293713;;1.493464854
446.6;;1.599257091;;1.493452414
446.7;;1.599220479;;1.493439981
446.8;;1.599183877;;1.493427553
446.9;;1.599147285;;1.493415131
447;;1.599110702;;1.493402715
447.1;;1.59907413;;1.493390305
447.2;;1.599037567;;1.4933779
447.3;;1.599001014;;1.493365502
447.4;;1.598964471;;1.493353109
447.5;;1.598927938;;1.493340722
447.6;;1.598891414;;1.49332834
447.7;;1.598854901;;1.493315965
447.8;;1.598818397;;1.493303595
447.9;;1.598781904;;1.493291231
448;;1.59874542;;1.493278873
448.1;;1.598708946;;1.493266521
448.2;;1.598672481;;1.493254174
448.3;;1.598636027;;1.493241833
448.4;;1.598599582;;1.493229498
448.5;;1.598563148;;1.493217169
448.6;;1.598526723;;1.493204845
448.7;;1.598490308;;1.493192527
448.8;;1.598453902;;1.493180215
448.9;;1.598417507;;1.493167909
449;;1.598381121;;1.493155609
449.1;;1.598344745;;1.493143314
449.2;;1.598308379;;1.493131025
449.3;;1.598272023;;1.493118741
449.4;;1.598235677;;1.493106464
449.5;;1.59819934;;1.493094192
449.6;;1.598163013;;1.493081926
449.7;;1.598126696;;1.493069666
449.8;;1.598090389;;1.493057411
449.9;;1.598054091;;1.493045162
450;;1.598017804;;1.493032919
450.1;;1.597981526;;1.493020682
450.2;;1.597945258;;1.49300845
450.3;;1.597908999;;1.492996224
450.4;;1.597872751;;1.492984004
450.5;;1.597836512;;1.492971789
450.6;;1.597800283;;1.49295958
450.7;;1.597764064;;1.492947377
450.8;;1.597727854;;1.49293518
450.9;;1.597691655;;1.492922988
451;;1.597655465;;1.492910802
451.1;;1.597619285;;1.492898622
451.2;;1.597583114;;1.492886447
451.3;;1.597546954;;1.492874278
451.4;;1.597510803;;1.492862115
451.5;;1.597474661;;1.492849957
451.6;;1.59743853;;1.492837805
451.7;;1.597402408;;1.492825659
451.8;;1.597366296;;1.492813519
451.9;;1.597330194;;1.492801384
452;;1.597294102;;1.492789255
452.1;;1.597258019;;1.492777131
452.2;;1.597221946;;1.492765013
452.3;;1.597185883;;1.492752901
452.4;;1.597149829;;1.492740795
452.5;;1.597113785;;1.492728694
452.6;;1.597077751;;1.492716599
452.7;;1.597041727;;1.492704509
452.8;;1.597005712;;1.492692425
452.9;;1.596969707;;1.492680347
453;;1.596933712;;1.492668274
453.1;;1.596897726;;1.492656207
453.2;;1.59686175;;1.492644146
453.3;;1.596825784;;1.49263209
453.4;;1.596789828;;1.49262004
453.5;;1.596753881;;1.492607996
453.6;;1.596717944;;1.492595957
453.7;;1.596682017;;1.492583924
453.8;;1.596646099;;1.492571896
453.9;;1.596610191;;1.492559875
454;;1.596574293;;1.492547858
454.1;;1.596538404;;1.492535848
454.2;;1.596502525;;1.492523843
454.3;;1.596466656;;1.492511843
454.4;;1.596430796;;1.492499849
454.5;;1.596394946;;1.492487861
454.6;;1.596359106;;1.492475878
454.7;;1.596323275;;1.492463901
454.8;;1.596287454;;1.49245193
454.9;;1.596251643;;1.492439964
455;;1.596215841;;1.492428004
455.1;;1.596180049;;1.492416049
455.2;;1.596144267;;1.4924041
455.3;;1.596108494;;1.492392157
455.4;;1.596072731;;1.492380219
455.5;;1.596036978;;1.492368287
455.6;;1.596001234;;1.49235636
455.7;;1.5959655;;1.492344439
455.8;;1.595929776;;1.492332523
455.9;;1.595894061;;1.492320613
456;;1.595858356;;1.492308709
456.1;;1.59582266;;1.49229681
456.2;;1.595786974;;1.492284917
456.3;;1.595751298;;1.492273029
456.4;;1.595715631;;1.492261147
456.5;;1.595679974;;1.49224927
456.6;;1.595644326;;1.492237399
456.7;;1.595608689;;1.492225534
456.8;;1.59557306;;1.492213674
456.9;;1.595537442;;1.492201819
457;;1.595501833;;1.49218997
457.1;;1.595466233;;1.492178127
457.2;;1.595430643;;1.492166289
457.3;;1.595395063;;1.492154457
457.4;;1.595359492;;1.49214263
457.5;;1.595323931;;1.492130809
457.6;;1.59528838;;1.492118993
457.7;;1.595252838;;1.492107183
457.8;;1.595217306;;1.492095378
457.9;;1.595181783;;1.492083579
458;;1.59514627;;1.492071786
458.1;;1.595110766;;1.492059998
458.2;;1.595075272;;1.492048215
458.3;;1.595039788;;1.492036438
458.4;;1.595004313;;1.492024666
458.5;;1.594968848;;1.4920129
458.6;;1.594933392;;1.49200114
458.7;;1.594897946;;1.491989385
458.8;;1.594862509;;1.491977635
458.9;;1.594827082;;1.491965891
459;;1.594791665;;1.491954152
459.1;;1.594756257;;1.491942419
459.2;;1.594720858;;1.491930692
459.3;;1.594685469;;1.491918969
459.4;;1.59465009;;1.491907253
459.5;;1.59461472;;1.491895542
459.6;;1.59457936;;1.491883836
459.7;;1.594544009;;1.491872136
459.8;;1.594508668;;1.491860441
459.9;;1.594473337;;1.491848752
460;;1.594438014;;1.491837068
460.1;;1.594402702;;1.491825389
460.2;;1.594367399;;1.491813716
460.3;;1.594332105;;1.491802049
460.4;;1.594296821;;1.491790387
460.5;;1.594261547;;1.49177873
460.6;;1.594226282;;1.491767079
460.7;;1.594191026;;1.491755434
460.8;;1.59415578;;1.491743793
460.9;;1.594120544;;1.491732159
461;;1.594085317;;1.491720529
461.1;;1.594050099;;1.491708905
461.2;;1.594014891;;1.491697287
461.3;;1.593979693;;1.491685674
461.4;;1.593944504;;1.491674066
461.5;;1.593909324;;1.491662464
461.6;;1.593874154;;1.491650867
461.7;;1.593838994;;1.491639276
461.8;;1.593803843;;1.49162769
461.9;;1.593768701;;1.49161611
462;;1.593733569;;1.491604535
462.1;;1.593698446;;1.491592965
462.2;;1.593663333;;1.491581401
462.3;;1.593628229;;1.491569842
462.4;;1.593593135;;1.491558288
462.5;;1.59355805;;1.49154674
462.6;;1.593522975;;1.491535198
462.7;;1.593487909;;1.49152366
462.8;;1.593452853;;1.491512129
462.9;;1.593417806;;1.491500602
463;;1.593382768;;1.491489081
463.1;;1.59334774;;1.491477565
463.2;;1.593312722;;1.491466055
463.3;;1.593277713;;1.49145455
463.4;;1.593242713;;1.49144305
463.5;;1.593207723;;1.491431556
463.6;;1.593172742;;1.491420067
463.7;;1.59313777;;1.491408584
463.8;;1.593102808;;1.491397106
463.9;;1.593067856;;1.491385633
464;;1.593032913;;1.491374166
464.1;;1.592997979;;1.491362704
464.2;;1.592963055;;1.491351247
464.3;;1.59292814;;1.491339796
464.4;;1.592893234;;1.49132835
464.5;;1.592858338;;1.49131691
464.6;;1.592823452;;1.491305474
464.7;;1.592788575;;1.491294045
464.8;;1.592753707;;1.49128262
464.9;;1.592718848;;1.491271201
465;;1.592683999;;1.491259787
465.1;;1.59264916;;1.491248379
465.2;;1.592614329;;1.491236975
465.3;;1.592579509;;1.491225578
465.4;;1.592544697;;1.491214185
465.5;;1.592509895;;1.491202798
465.6;;1.592475102;;1.491191416
465.7;;1.592440319;;1.491180039
465.8;;1.592405545;;1.491168668
465.9;;1.592370781;;1.491157302
466;;1.592336026;;1.491145942
466.1;;1.59230128;;1.491134586
466.2;;1.592266543;;1.491123236
466.3;;1.592231816;;1.491111892
466.4;;1.592197099;;1.491100552
466.5;;1.59216239;;1.491089218
466.6;;1.592127691;;1.49107789
466.7;;1.592093002;;1.491066566
466.8;;1.592058321;;1.491055248
466.9;;1.592023651;;1.491043935
467;;1.591988989;;1.491032627
467.1;;1.591954337;;1.491021325
467.2;;1.591919694;;1.491010028
467.3;;1.59188506;;1.490998736
467.4;;1.591850436;;1.49098745
467.5;;1.591815821;;1.490976169
467.6;;1.591781216;;1.490964893
467.7;;1.59174662;;1.490953622
467.8;;1.591712033;;1.490942357
467.9;;1.591677455;;1.490931097
468;;1.591642887;;1.490919842
468.1;;1.591608328;;1.490908592
468.2;;1.591573779;;1.490897348
468.3;;1.591539238;;1.490886109
468.4;;1.591504707;;1.490874875
468.5;;1.591470186;;1.490863646
468.6;;1.591435674;;1.490852423
468.7;;1.591401171;;1.490841205
468.8;;1.591366677;;1.490829992
468.9;;1.591332192;;1.490818785
469;;1.591297717;;1.490807582
469.1;;1.591263252;;1.490796385
469.2;;1.591228795;;1.490785193
469.3;;1.591194348;;1.490774007
469.4;;1.59115991;;1.490762825
469.5;;1.591125481;;1.490751649
469.6;;1.591091062;;1.490740478
469.7;;1.591056652;;1.490729312
469.8;;1.591022251;;1.490718152
469.9;;1.590987859;;1.490706997
470;;1.590953477;;1.490695847
470.1;;1.590919104;;1.490684702
470.2;;1.590884741;;1.490673562
470.3;;1.590850386;;1.490662428
470.4;;1.590816041;;1.490651298
470.5;;1.590781705;;1.490640174
470.6;;1.590747378;;1.490629055
470.7;;1.590713061;;1.490617942
470.8;;1.590678753;;1.490606833
470.9;;1.590644454;;1.49059573
471;;1.590610164;;1.490584632
471.1;;1.590575884;;1.490573539
471.2;;1.590541613;;1.490562451
471.3;;1.590507351;;1.490551369
471.4;;1.590473098;;1.490540292
471.5;;1.590438855;;1.490529219
471.6;;1.59040462;;1.490518152
471.7;;1.590370395;;1.490507091
471.8;;1.59033618;;1.490496034
471.9;;1.590301973;;1.490484983
472;;1.590267776;;1.490473936
472.1;;1.590233588;;1.490462895
472.2;;1.590199409;;1.490451859
472.3;;1.590165239;;1.490440828
472.4;;1.590131079;;1.490429803
472.5;;1.590096928;;1.490418782
472.6;;1.590062786;;1.490407767
472.7;;1.590028653;;1.490396757
472.8;;1.589994529;;1.490385752
472.9;;1.589960415;;1.490374752
473;;1.58992631;;1.490363757
473.1;;1.589892214;;1.490352767
473.2;;1.589858127;;1.490341783
473.3;;1.589824049;;1.490330804
473.4;;1.589789981;;1.490319829
473.5;;1.589755921;;1.49030886
473.6;;1.589721871;;1.490297896
473.7;;1.58968783;;1.490286937
473.8;;1.589653799;;1.490275984
473.9;;1.589619776;;1.490265035
474;;1.589585763;;1.490254092
474.1;;1.589551759;;1.490243153
474.2;;1.589517764;;1.49023222
474.3;;1.589483778;;1.490221292
474.4;;1.589449801;;1.490210369
474.5;;1.589415834;;1.490199451
474.6;;1.589381875;;1.490188538
474.7;;1.589347926;;1.49017763
474.8;;1.589313986;;1.490166728
474.9;;1.589280055;;1.49015583
475;;1.589246133;;1.490144938
475.1;;1.589212221;;1.490134051
475.2;;1.589178317;;1.490123168
475.3;;1.589144423;;1.490112291
475.4;;1.589110538;;1.490101419
475.5;;1.589076662;;1.490090552
475.6;;1.589042795;;1.49007969
475.7;;1.589008937;;1.490068833
475.8;;1.588975089;;1.490057982
475.9;;1.588941249;;1.490047135
476;;1.588907419;;1.490036293
476.1;;1.588873597;;1.490025457
476.2;;1.588839785;;1.490014625
476.3;;1.588805982;;1.490003799
476.4;;1.588772188;;1.489992978
476.5;;1.588738404;;1.489982161
476.6;;1.588704628;;1.48997135
476.7;;1.588670861;;1.489960544
476.8;;1.588637104;;1.489949743
476.9;;1.588603356;;1.489938947
477;;1.588569616;;1.489928156
477.1;;1.588535886;;1.48991737
477.2;;1.588502165;;1.489906589
477.3;;1.588468453;;1.489895813
477.4;;1.58843475;;1.489885042
477.5;;1.588401056;;1.489874276
477.6;;1.588367372;;1.489863515
477.7;;1.588333696;;1.48985276
477.8;;1.588300029;;1.489842009
477.9;;1.588266372;;1.489831263
478;;1.588232724;;1.489820522
478.1;;1.588199084;;1.489809787
478.2;;1.588165454;;1.489799056
478.3;;1.588131833;;1.489788331
478.4;;1.588098221;;1.48977761
478.5;;1.588064618;;1.489766894
478.6;;1.588031024;;1.489756184
478.7;;1.587997439;;1.489745478
478.8;;1.587963863;;1.489734778
478.9;;1.587930296;;1.489724082
479;;1.587896738;;1.489713391
479.1;;1.587863189;;1.489702706
479.2;;1.58782965;;1.489692025
479.3;;1.587796119;;1.48968135
479.4;;1.587762598;;1.489670679
479.5;;1.587729085;;1.489660013
479.6;;1.587695581;;1.489649353
479.7;;1.587662087;;1.489638697
479.8;;1.587628602;;1.489628046
479.9;;1.587595125;;1.489617401
480;;1.587561658;;1.48960676
480.1;;1.587528199;;1.489596124
480.2;;1.58749475;;1.489585493
480.3;;1.58746131;;1.489574868
480.4;;1.587427878;;1.489564247
480.5;;1.587394456;;1.489553631
480.6;;1.587361043;;1.48954302
480.7;;1.587327638;;1.489532414
480.8;;1.587294243;;1.489521813
480.9;;1.587260857;;1.489511217
481;;1.58722748;;1.489500626
481.1;;1.587194111;;1.48949004
481.2;;1.587160752;;1.489479459
481.3;;1.587127402;;1.489468883
481.4;;1.587094061;;1.489458311
481.5;;1.587060728;;1.489447745
481.6;;1.587027405;;1.489437184
481.7;;1.586994091;;1.489426627
481.8;;1.586960785;;1.489416076
