;;;First Relaxation;;;Second Relaxation;;
Numerical Time;Experimental Time;Experimental;Equation 1;Equation 2;Equation 3;Equation 1;Equation 2;Equation 3
1191,1;;1,51862444;1,518566463;1,518566462;2,337597248;2,337459085;2,337459083;
1191,2;;1,518617875;1,518559904;1,518559904;2,337596173;2,337458013;2,337458011;
1191,3;;1,518611311;1,518553347;1,518553347;2,3375951;2,337456941;2,337456939;
1191,4;;1,51860475;1,518546792;1,518546792;2,337594026;2,33745587;2,337455868;
1191,5;;1,51859819;1,518540239;1,518540239;2,337592953;2,337454799;2,337454797;
1191,6;;1,518591633;1,518533688;1,518533688;2,337591881;2,337453728;2,337453727;
1191,7;;1,518585076;1,518527138;1,518527138;2,337590809;2,337452659;2,337452657;
1191,8;;1,518578522;1,51852059;1,51852059;2,337589738;2,337451589;2,337451588;
1191,9;;1,51857197;1,518514044;1,518514044;2,337588667;2,337450521;2,337450519;
1192;;1,518565419;1,5185075;1,5185075;2,337587597;2,337449452;2,337449451;
1192,1;;1,51855887;1,518500958;1,518500957;2,337586527;2,337448385;2,337448383;
1192,2;;1,518552322;1,518494416;1,518494417;2,337585458;2,337447317;2,337447315;
1192,3;;1,518545777;1,518487878;1,518487877;2,337584389;2,33744625;2,337446249;
1192,4;;1,518539233;1,51848134;1,51848134;2,337583321;2,337445184;2,337445182;
1192,5;;1,518532691;1,518474805;1,518474804;2,337582253;2,337444118;2,337444116;
1192,6;;1,518526151;1,518468271;1,518468271;2,337581186;2,337443053;2,337443051;
1192,7;;1,518519613;1,518461739;1,518461739;2,337580119;2,337441988;2,337441986;
1192,8;;1,518513076;1,518455209;1,518455209;2,337579052;2,337440924;2,337440922;
1192,9;;1,518506541;1,518448681;1,51844868;2,337577987;2,33743986;2,337439858;
1193;;1,518500008;1,518442154;1,518442154;2,337576921;2,337438796;2,337438795;
1193,1;;1,518493476;1,518435629;1,518435628;2,337575856;2,337437734;2,337437732;
1193,2;;1,518486947;1,518429105;1,518429106;2,337574792;2,337436671;2,33743667;
1193,3;;1,518480419;1,518422584;1,518422584;2,337573728;2,33743561;2,337435608;
1193,4;;1,518473893;1,518416064;1,518416065;2,337572665;2,337434548;2,337434546;
1193,5;;1,518467368;1,518409547;1,518409546;2,337571602;2,337433487;2,337433485;
1193,6;;1,518460846;1,51840303;1,51840303;2,33757054;2,337432427;2,337432425;
1193,7;;1,518454325;1,518396516;1,518396516;2,337569478;2,337431367;2,337431365;
1193,8;;1,518447806;1,518390003;1,518390003;2,337568417;2,337430308;2,337430306;
1193,9;;1,518441289;1,518383493;1,518383492;2,337567356;2,337429249;2,337429247;
1194;;1,518434773;1,518376983;1,518376983;2,337566295;2,33742819;2,337428189;
1194,1;;1,518428259;1,518370476;1,518370476;2,337565236;2,337427133;2,337427131;
1194,2;;1,518421747;1,51836397;1,518363971;2,337564176;2,337426075;2,337426074;
1194,3;;1,518415237;1,518357467;1,518357466;2,337563117;2,337425018;2,337425017;
1194,4;;1,518408728;1,518350964;1,518350965;2,337562059;2,337423962;2,33742396;
1194,5;;1,518402222;1,518344465;1,518344464;2,337561001;2,337422906;2,337422904;
1194,6;;1,518395717;1,518337966;1,518337966;2,337559944;2,337421851;2,337421849;
1194,7;;1,518389213;1,518331469;1,518331468;2,337558887;2,337420796;2,337420794;
1194,8;;1,518382712;1,518324974;1,518324974;2,33755783;2,337419741;2,33741974;
1194,9;;1,518376212;1,518318481;1,51831848;2,337556775;2,337418687;2,337418686;
1195;;1,518369714;1,518311989;1,518311989;2,337555719;2,337417634;2,337417632;
1195,1;;1,518363218;1,518305499;1,518305499;2,337554664;2,337416581;2,337416579;
1195,2;;1,518356723;1,518299011;1,518299011;2,33755361;2,337415528;2,337415527;
1195,3;;1,51835023;1,518292525;1,518292524;2,337552556;2,337414477;2,337414475;
1195,4;;1,518343739;1,51828604;1,51828604;2,337551502;2,337413425;2,337413423;
1195,5;;1,51833725;1,518279557;1,518279557;2,33755045;2,337412374;2,337412372;
1195,6;;1,518330763;1,518273076;1,518273076;2,337549397;2,337411324;2,337411322;
1195,7;;1,518324277;1,518266597;1,518266596;2,337548345;2,337410274;2,337410272;
1195,8;;1,518317793;1,518260119;1,518260119;2,337547294;2,337409224;2,337409222;
1195,9;;1,518311311;1,518253644;1,518253643;2,337546243;2,337408175;2,337408173;
1196;;1,51830483;1,518247169;1,518247169;2,337545192;2,337407127;2,337407125;
1196,1;;1,518298351;1,518240697;1,518240696;2,337544142;2,337406079;2,337406077;
1196,2;;1,518291874;1,518234226;1,518234226;2,337543093;2,337405031;2,337405029;
1196,3;;1,518285399;1,518227758;1,518227757;2,337542044;2,337403984;2,337403982;
1196,4;;1,518278926;1,51822129;1,51822129;2,337540995;2,337402937;2,337402936;
1196,5;;1,518272454;1,518214825;1,518214824;2,337539947;2,337401891;2,33740189;
1196,6;;1,518265984;1,518208361;1,518208361;2,3375389;2,337400846;2,337400844;
1196,7;;1,518259515;1,5182019;1,518201899;2,337537853;2,337399801;2,337399799;
1196,8;;1,518253049;1,518195439;1,518195439;2,337536806;2,337398756;2,337398754;
1196,9;;1,518246584;1,518188981;1,51818898;2,33753576;2,337397712;2,33739771;
1197;;1,518240121;1,518182524;1,518182524;2,337534714;2,337396668;2,337396667;
1197,1;;1,51823366;1,51817607;1,518176069;2,337533669;2,337395625;2,337395623;
1197,2;;1,5182272;1,518169616;1,518169616;2,337532625;2,337394582;2,337394581;
1197,3;;1,518220742;1,518163165;1,518163164;2,337531581;2,33739354;2,337393539;
1197,4;;1,518214286;1,518156715;1,518156715;2,337530537;2,337392499;2,337392497;
1197,5;;1,518207832;1,518150267;1,518150267;2,337529494;2,337391458;2,337391456;
1197,6;;1,518201379;1,518143821;1,518143821;2,337528451;2,337390417;2,337390415;
1197,7;;1,518194928;1,518137377;1,518137376;2,337527409;2,337389377;2,337389375;
1197,8;;1,518188479;1,518130933;1,518130934;2,337526367;2,337388337;2,337388335;
1197,9;;1,518182032;1,518124493;1,518124492;2,337525326;2,337387298;2,337387296;
1198;;1,518175586;1,518118053;1,518118053;2,337524285;2,337386259;2,337386257;
1198,1;;1,518169142;1,518111616;1,518111615;2,337523245;2,337385221;2,337385219;
1198,2;;1,5181627;1,51810518;1,51810518;2,337522206;2,337384183;2,337384181;
1198,3;;1,51815626;1,518098746;1,518098745;2,337521166;2,337383145;2,337383144;
1198,4;;1,518149821;1,518092313;1,518092314;2,337520128;2,337382108;2,337382107;
1198,5;;1,518143384;1,518085883;1,518085882;2,337519089;2,337381072;2,33738107;
1198,6;;1,518136949;1,518079454;1,518079454;2,337518051;2,337380036;2,337380035;
1198,7;;1,518130515;1,518073027;1,518073026;2,337517014;2,337379001;2,337378999;
1198,8;;1,518124083;1,518066601;1,518066602;2,337515977;2,337377966;2,337377964;
1198,9;;1,518117653;1,518060178;1,518060177;2,337514941;2,337376932;2,33737693;
1199;;1,518111225;1,518053756;1,518053756;2,337513905;2,337375898;2,337375896;
1199,1;;1,518104799;1,518047336;1,518047335;2,33751287;2,337374864;2,337374863;
1199,2;;1,518098374;1,518040917;1,518040917;2,337511835;2,337373831;2,33737383;
1199,3;;1,518091951;1,518034501;1,5180345;2,337510801;2,337372799;2,337372797;
1199,4;;1,518085529;1,518028085;1,518028086;2,337509767;2,337371767;2,337371765;
1199,5;;1,51807911;1,518021673;1,518021672;2,337508733;2,337370736;2,337370734;
1199,6;;1,518072692;1,518015261;1,518015261;2,3375077;2,337369704;2,337369703;
1199,7;;1,518066276;1,518008851;1,51800885;2,337506668;2,337368674;2,337368672;
1199,8;;1,518059861;1,518002443;1,518002443;2,337505636;2,337367644;2,337367642;
1199,9;;1,518053448;1,517996037;1,517996036;2,337504604;2,337366614;2,337366612;
1200;;1,518047037;1,517989632;1,517989632;2,337503573;2,337365585;2,337365584;
1200,1;;1,518040628;1,517983229;1,517983228;2,337502543;2,337364557;2,337364555;
1200,2;;1,518034221;1,517976828;1,517976828;2,337501513;2,337363528;2,337363527;
1200,3;;1,518027815;1,517970429;1,517970428;2,337500483;2,337362501;2,337362499;
1200,4;;1,518021411;1,51796403;1,517964031;2,337499454;2,337361474;2,337361472;
1200,5;;1,518015008;1,517957635;1,517957634;2,337498425;2,337360447;2,337360445;
1200,6;;1,518008608;1,51795124;1,51795124;2,337497397;2,337359421;2,337359419;
1200,7;;1,518002209;1,517944848;1,517944847;2,33749637;2,337358395;2,337358393;
1200,8;;1,517995812;1,517938457;1,517938457;2,337495343;2,33735737;2,337357368;
1200,9;;1,517989416;1,517932068;1,517932067;2,337494316;2,337356345;2,337356343;
1201;;1,517983023;1,51792568;1,51792568;2,33749329;2,337355321;2,337355319;
1201,1;;1,517976631;1,517919295;1,517919294;2,337492264;2,337354297;2,337354295;
1201,2;;1,51797024;1,517912911;1,517912911;2,337491239;2,337353273;2,337353272;
1201,3;;1,517963852;1,517906529;1,517906528;2,337490214;2,337352251;2,337352249;
1201,4;;1,517957465;1,517900148;1,517900148;2,33748919;2,337351228;2,337351227;
1201,5;;1,51795108;1,51789377;1,517893769;2,337488166;2,337350206;2,337350205;
1201,6;;1,517944697;1,517887392;1,517887392;2,337487143;2,337349185;2,337349183;
1201,7;;1,517938315;1,517881017;1,517881016;2,33748612;2,337348164;2,337348162;
1201,8;;1,517931935;1,517874643;1,517874643;2,337485097;2,337347143;2,337347142;
1201,9;;1,517925557;1,517868272;1,517868271;2,337484075;2,337346124;2,337346122;
1202;;1,51791918;1,517861901;1,517861901;2,337483054;2,337345104;2,337345102;
1202,1;;1,517912805;1,517855533;1,517855532;2,337482033;2,337344085;2,337344083;
1202,2;;1,517906432;1,517849166;1,517849166;2,337481013;2,337343066;2,337343065;
1202,3;;1,517900061;1,517842801;1,517842801;2,337479993;2,337342048;2,337342047;
1202,4;;1,517893691;1,517836437;1,517836438;2,337478973;2,337341031;2,337341029;
1202,5;;1,517887324;1,517830076;1,517830076;2,337477954;2,337340014;2,337340012;
1202,6;;1,517880957;1,517823716;1,517823716;2,337476936;2,337338997;2,337338995;
1202,7;;1,517874593;1,517817358;1,517817358;2,337475917;2,337337981;2,337337979;
1202,8;;1,51786823;1,517811001;1,517811002;2,3374749;2,337336965;2,337336963;
1202,9;;1,517861869;1,517804647;1,517804646;2,337473883;2,33733595;2,337335948;
1203;;1,51785551;1,517798294;1,517798294;2,337472866;2,337334935;2,337334933;
1203,1;;1,517849152;1,517791943;1,517791942;2,33747185;2,337333921;2,337333919;
1203,2;;1,517842796;1,517785593;1,517785593;2,337470834;2,337332907;2,337332905;
1203,3;;1,517836442;1,517779245;1,517779245;2,337469819;2,337331894;2,337331892;
1203,4;;1,51783009;1,517772899;1,517772899;2,337468804;2,337330881;2,337330879;
1203,5;;1,517823739;1,517766555;1,517766554;2,33746779;2,337329868;2,337329867;
1203,6;;1,51781739;1,517760211;1,517760212;2,337466776;2,337328856;2,337328855;
1203,7;;1,517811042;1,517753871;1,51775387;2,337465763;2,337327845;2,337327843;
1203,8;;1,517804697;1,517747531;1,517747531;2,33746475;2,337326834;2,337326832;
1203,9;;1,517798353;1,517741194;1,517741193;2,337463738;2,337325824;2,337325822;
1204;;1,517792011;1,517734858;1,517734858;2,337462726;2,337324813;2,337324812;
1204,1;;1,51778567;1,517728524;1,517728523;2,337461714;2,337323804;2,337323802;
1204,2;;1,517779331;1,517722191;1,517722191;2,337460703;2,337322795;2,337322793;
1204,3;;1,517772994;1,003828529;1,51771586;2,337459693;1,556736485;2,337321785;
1204,4;;1,517766659;0,489943393;1,517718056;2,337458683;0,77615223;2,337322831;
1204,5;;1,517760325;2,031590535;1,517720249;2,337457673;3,117905072;2,337323876;
1204,6;;1,517753993;2,545463016;1,517696878;2,337456664;3,898487312;2,337318762;
1204,7;;1,517747663;1,517690554;1,517690554;2,337455656;2,337317757;2,337317755;
1204,8;;1,517741335;1,517684232;1,517684232;2,337454647;2,33731675;2,337316749;
1204,9;;1,517735008;1,517677912;1,517677911;2,33745364;2,337315745;2,337315743;
1205;;1,517728683;1,517671592;1,517671592;2,337452633;2,337314739;2,337314738;
1205,1;;1,517722359;1,517665276;1,517665275;2,337451626;2,337313734;2,337313733;
1205,2;;1,517716038;1,51765896;1,51765896;2,33745062;2,33731273;2,337312728;
1205,3;;1,517709718;1,517652646;1,517652646;2,337449614;2,337311726;2,337311724;
1205,4;;1,517703399;1,517646334;1,517646334;2,337448608;2,337310723;2,337310721;
1205,5;;1,517697083;1,517640024;1,517640023;2,337447604;2,33730972;2,337309718;
1205,6;;1,517690768;1,517633715;1,517633715;2,337446599;2,337308717;2,337308716;
1205,7;;1,517684455;1,517627408;1,517627408;2,337445595;2,337307715;2,337307713;
1205,8;;1,517678143;1,517621103;1,517621103;2,337444592;2,337306714;2,337306712;
1205,9;;1,517671833;1,5176148;1,517614799;2,337443589;2,337305713;2,337305711;
1206;;1,517665525;1,517608497;1,517608498;2,337442587;2,337304712;2,33730471;
1206,1;;1,517659219;1,517602198;1,517602197;2,337441584;2,337303712;2,33730371;
1206,2;;1,517652914;1,517595899;1,517595899;2,337440583;2,337302712;2,33730271;
1206,3;;1,517646611;1,517589603;1,517589602;2,337439582;2,337301713;2,337301711;
1206,4;;1,51764031;1,517583307;1,517583307;2,337438581;2,337300714;2,337300712;
1206,5;;1,51763401;1,517577014;1,517577013;2,337437581;2,337299716;2,337299714;
1206,6;;1,517627713;1,517570722;1,517570722;2,337436581;2,337298718;2,337298716;
1206,7;;1,517621416;1,517564433;1,517564432;2,337435582;2,337297721;2,337297719;
1206,8;;1,517615122;1,517558144;1,517558144;2,337434583;2,337296724;2,337296722;
1206,9;;1,517608829;1,517551858;1,517551857;2,337433585;2,337295727;2,337295726;
1207;;1,517602538;1,517545572;1,517545573;2,337432587;2,337294731;2,33729473;
1207,1;;1,517596249;1,51753929;1,517539289;2,33743159;2,337293736;2,337293734;
1207,2;;1,517589961;1,517533008;1,517533008;2,337430593;2,337292741;2,337292739;
1207,3;;1,517583675;1,517526728;1,517526728;2,337429597;2,337291746;2,337291745;
1207,4;;1,517577391;1,51752045;1,51752045;2,337428601;2,337290752;2,337290751;
1207,5;;1,517571108;1,517514174;1,517514173;2,337427605;2,337289759;2,337289757;
1207,6;;1,517564827;1,517507899;1,517507899;2,33742661;2,337288765;2,337288764;
1207,7;;1,517558548;1,517501626;1,517501626;2,337425616;2,337287773;2,337287771;
1207,8;;1,51755227;1,517495355;1,517495355;2,337424622;2,33728678;2,337286779;
1207,9;;1,517545995;1,517489085;1,517489085;2,337423628;2,337285789;2,337285787;
1208;;1,51753972;1,517482817;1,517482817;2,337422635;2,337284797;2,337284796;
1208,1;;1,517533448;1,517476551;1,51747655;2,337421642;2,337283807;2,337283805;
1208,2;;1,517527177;1,517470286;1,517470286;2,33742065;2,337282816;2,337282815;
1208,3;;1,517520908;1,517464024;1,517464023;2,337419658;2,337281826;2,337281824;
1208,4;;1,517514641;1,517457762;1,517457762;2,337418667;2,337280837;2,337280835;
1208,5;;1,517508375;1,517451503;1,517451502;2,337417676;2,337279848;2,337279846;
1208,6;;1,517502111;1,517445245;1,517445245;2,337416686;2,337278859;2,337278858;
1208,7;;1,517495849;1,517438989;1,517438988;2,337415696;2,337277871;2,337277869;
1208,8;;1,517489588;1,517432734;1,517432734;2,337414706;2,337276884;2,337276882;
1208,9;;1,517483329;1,517426482;1,517426481;2,337413717;2,337275897;2,337275895;
1209;;1,517477072;1,517420231;1,517420231;2,337412729;2,33727491;2,337274908;
1209,1;;1,517470816;1,517413982;1,517413981;2,337411741;2,337273924;2,337273922;
1209,2;;1,517464562;1,517407733;1,517407734;2,337410753;2,337272938;2,337272936;
1209,3;;1,51745831;1,517401488;1,517401487;2,337409766;2,337271953;2,337271951;
1209,4;;1,51745206;1,517395243;1,517395243;2,337408779;2,337270968;2,337270966;
1209,5;;1,517445811;1,517389001;1,517389;2,337407793;2,337269983;2,337269981;
1209,6;;1,517439564;1,51738276;1,51738276;2,337406807;2,337268999;2,337268998;
1209,7;;1,517433318;1,517376521;1,51737652;2,337405822;2,337268016;2,337268014;
1209,8;;1,517427075;1,517370283;1,517370283;2,337404837;2,337267033;2,337267031;
1209,9;;1,517420833;1,517364047;1,517364047;2,337403853;2,33726605;2,337266049;
1210;;1,517414592;1,517357813;1,517357813;2,337402869;2,337265068;2,337265067;
1210,1;;1,517408353;1,517351581;1,51735158;2,337401885;2,337264087;2,337264085;
1210,2;;1,517402116;1,517345349;1,517345349;2,337400902;2,337263105;2,337263104;
1210,3;;1,517395881;1,51733912;1,51733912;2,33739992;2,337262125;2,337262123;
1210,4;;1,517389647;1,517332893;1,517332893;2,337398938;2,337261144;2,337261143;
1210,5;;1,517383415;1,517326667;1,517326666;2,337397956;2,337260165;2,337260163;
1210,6;;1,517377185;1,517320443;1,517320443;2,337396975;2,337259185;2,337259184;
1210,7;;1,517370956;1,517314221;1,51731422;2,337395994;2,337258207;2,337258205;
1210,8;;1,517364729;1,517307999;1,517308;2,337395014;2,337257228;2,337257226;
1210,9;;1,517358504;1,517301781;1,51730178;2,337394034;2,33725625;2,337256248;
1211;;1,517352281;1,517295563;1,517295563;2,337393055;2,337255273;2,337255271;
1211,1;;1,517346059;1,517289347;1,517289347;2,337392076;2,337254296;2,337254294;
1211,2;;1,517339838;1,517283133;1,517283133;2,337391098;2,337253319;2,337253317;
1211,3;;1,51733362;1,517276921;1,51727692;2,33739012;2,337252343;2,337252341;
1211,4;;1,517327403;1,51727071;1,51727071;2,337389142;2,337251367;2,337251366;
1211,5;;1,517321188;1,517264501;1,517264501;2,337388165;2,337250392;2,33725039;
1211,6;;1,517314974;1,517258293;1,517258294;2,337387189;2,337249417;2,337249416;
1211,7;;1,517308762;1,517252088;1,517252087;2,337386213;2,337248443;2,337248441;
1211,8;;1,517302552;1,517245884;1,517245884;2,337385237;2,337247469;2,337247467;
1211,9;;1,517296344;1,517239682;1,517239681;2,337384262;2,337246496;2,337246494;
1212;;1,517290137;1,517233481;1,517233481;2,337383287;2,337245523;2,337245521;
1212,1;;1,517283932;1,517227282;1,517227281;2,337382313;2,33724455;2,337244548;
1212,2;;1,517277728;1,517221084;1,517221085;2,337381339;2,337243578;2,337243577;
1212,3;;1,517271527;1,517214889;1,517214888;2,337380365;2,337242607;2,337242605;
1212,4;;1,517265326;1,517208695;1,517208695;2,337379392;2,337241635;2,337241634;
1212,5;;1,517259128;1,517202503;1,517202502;2,33737842;2,337240665;2,337240663;
1212,6;;1,517252931;1,517196312;1,517196312;2,337377448;2,337239695;2,337239693;
1212,7;;1,517246736;1,517190123;1,517190122;2,337376476;2,337238725;2,337238723;
1212,8;;1,517240543;1,517183935;1,517183936;2,337375505;2,337237756;2,337237754;
1212,9;;1,517234351;1,51717775;1,517177749;2,337374535;2,337236787;2,337236785;
1213;;1,517228161;1,517171566;1,517171566;2,337373564;2,337235818;2,337235817;
1213,1;;1,517221972;1,517165384;1,517165383;2,337372595;2,33723485;2,337234849;
1213,2;;1,517215785;1,517159203;1,517159203;2,337371625;2,337233883;2,337233881;
1213,3;;1,5172096;1,517153024;1,517153024;2,337370656;2,337232916;2,337232914;
1213,4;;1,517203417;1,517146847;1,517146847;2,337369688;2,337231949;2,337231948;
1213,5;;1,517197235;1,517140671;1,517140671;2,33736872;2,337230983;2,337230981;
1213,6;;1,517191055;1,517134497;1,517134497;2,337367753;2,337230017;2,337230016;
1213,7;;1,517184877;1,517128325;1,517128324;2,337366786;2,337229052;2,33722905;
1213,8;;1,5171787;1,517122154;1,517122154;2,337365819;2,337228087;2,337228086;
1213,9;;1,517172525;1,517115985;1,517115985;2,337364853;2,337227123;2,337227121;
1214;;1,517166351;1,517109818;1,517109818;2,337363887;2,337226159;2,337226158;
1214,1;;1,51716018;1,517103652;1,517103652;2,337362922;2,337225196;2,337225194;
1214,2;;1,517154009;1,517097488;1,517097488;2,337361957;2,337224233;2,337224231;
1214,3;;1,517147841;1,517091326;1,517091325;2,337360993;2,33722327;2,337223268;
1214,4;;1,517141674;1,517085165;1,517085165;2,337360029;2,337222308;2,337222307;
1214,5;;1,517135509;1,517079006;1,517079006;2,337359066;2,337221347;2,337221345;
1214,6;;1,517129346;1,517072849;1,517072849;2,337358103;2,337220385;2,337220384;
1214,7;;1,517123184;1,517066693;1,517066693;2,33735714;2,337219425;2,337219423;
1214,8;;1,517117024;1,517060539;1,517060539;2,337356178;2,337218464;2,337218463;
1214,9;;1,517110865;1,517054387;1,517054386;2,337355216;2,337217505;2,337217503;
1215;;1,517104708;1,517048236;1,517048236;2,337354255;2,337216545;2,337216543;
1215,1;;1,517098553;1,517042087;1,517042086;2,337353294;2,337215586;2,337215584;
1215,2;;1,5170924;1,517035939;1,517035939;2,337352334;2,337214628;2,337214626;
1215,3;;1,517086248;1,517029794;1,517029793;2,337351374;2,33721367;2,337213668;
1215,4;;1,517080098;1,517023649;1,51702365;2,337350415;2,337212712;2,33721271;
1215,5;;1,517073949;1,517017507;1,517017507;2,337349456;2,337211755;2,337211753;
1215,6;;1,517067802;1,517011366;1,517011366;2,337348498;2,337210798;2,337210797;
1215,7;;1,517061657;1,517005228;1,517005227;2,33734754;2,337209842;2,33720984;
1215,8;;1,517055514;1,51699909;1,51699909;2,337346582;2,337208886;2,337208885;
1215,9;;1,517049372;1,516992954;1,516992954;2,337345625;2,337207931;2,337207929;
1216;;1,517043231;1,51698682;1,51698682;2,337344668;2,337206976;2,337206974;
1216,1;;1,517037093;1,516980688;1,516980687;2,337343712;2,337206021;2,33720602;
1216,2;;1,517030956;1,516974556;1,516974556;2,337342756;2,337205067;2,337205066;
1216,3;;1,517024821;1,516968428;1,516968427;2,337341801;2,337204114;2,337204112;
1216,4;;1,517018687;1,5169623;1,5169623;2,337340846;2,337203161;2,337203159;
1216,5;;1,517012555;1,516956174;1,516956173;2,337339891;2,337202208;2,337202206;
1216,6;;1,517006425;1,516950049;1,51695005;2,337338937;2,337201256;2,337201254;
1216,7;;1,517000296;1,516943927;1,516943927;2,337337984;2,337200304;2,337200302;
1216,8;;1,516994169;1,516937806;1,516937806;2,337337031;2,337199353;2,337199351;
1216,9;;1,516988044;1,516931687;1,516931686;2,337336078;2,337198402;2,3371984;
1217;;1,51698192;1,516925569;1,516925569;2,337335126;2,337197451;2,33719745;
1217,1;;1,516975798;1,516919454;1,516919453;2,337334174;2,337196501;2,3371965;
1217,2;;1,516969678;1,516913339;1,516913339;2,337333223;2,337195552;2,33719555;
1217,3;;1,516963559;1,516907226;1,516907226;2,337332272;2,337194603;2,337194601;
1217,4;;1,516957442;1,516901115;1,516901115;2,337331321;2,337193654;2,337193652;
1217,5;;1,516951326;1,516895006;1,516895005;2,337330371;2,337192706;2,337192704;
1217,6;;1,516945213;1,516888898;1,516888898;2,337329422;2,337191758;2,337191756;
1217,7;;1,5169391;1,516882792;1,516882792;2,337328473;2,337190811;2,337190809;
1217,8;;1,51693299;1,516876687;1,516876688;2,337327524;2,337189864;2,337189862;
1217,9;;1,516926881;1,516870585;1,516870584;2,337326576;2,337188917;2,337188915;
1218;;1,516920774;1,516864483;1,516864484;2,337325628;2,337187971;2,337187969;
1218,1;;1,516914668;1,516858384;1,516858384;2,337324681;2,337187026;2,337187024;
1218,2;;1,516908564;1,516852286;1,516852286;2,337323734;2,33718608;2,337186079;
1218,3;;1,516902462;1,51684619;1,51684619;2,337322787;2,337185136;2,337185134;
1218,4;;1,516896362;1,516840095;1,516840095;2,337321841;2,337184191;2,33718419;
1218,5;;1,516890263;1,516834003;1,516834002;2,337320896;2,337183248;2,337183246;
1218,6;;1,516884165;1,516827911;1,516827911;2,33731995;2,337182304;2,337182303;
1218,7;;1,51687807;1,516821822;1,516821821;2,337319006;2,337181361;2,33718136;
1218,8;;1,516871976;1,516815733;1,516815734;2,337318062;2,337180419;2,337180417;
1218,9;;1,516865883;1,516809647;1,516809647;2,337317118;2,337179477;2,337179475;
1219;;1,516859792;1,516803562;1,516803562;2,337316174;2,337178535;2,337178534;
1219,1;;1,516853703;1,51679748;1,516797479;2,337315231;2,337177594;2,337177592;
1219,2;;1,516847616;1,516791398;1,516791398;2,337314289;2,337176653;2,337176652;
1219,3;;1,51684153;1,516785318;1,516785318;2,337313347;2,337175713;2,337175711;
1219,4;;1,516835446;1,51677924;1,51677924;2,337312405;2,337174773;2,337174772;
1219,5;;1,516829363;1,516773164;1,516773163;2,337311464;2,337173834;2,337173832;
1219,6;;1,516823282;1,516767088;1,516767089;2,337310523;2,337172895;2,337172893;
1219,7;;1,516817203;1,516761016;1,516761015;2,337309583;2,337171956;2,337171954;
1219,8;;1,516811125;1,516754944;1,516754944;2,337308643;2,337171018;2,337171017;
1219,9;;1,516805049;1,516748874;1,516748873;2,337307704;2,337170081;2,337170079;
1220;;1,516798975;1,516742805;1,516742805;2,337306765;2,337169143;2,337169142;
1220,1;;1,516792902;1,516736739;1,516736738;2,337305826;2,337168207;2,337168205;
1220,2;;1,516786831;1,516730673;1,516730674;2,337304888;2,33716727;2,337167269;
1220,3;;1,516780762;1,51672461;1,51672461;2,337303951;2,337166334;2,337166332;
1220,4;;1,516774694;1,516718548;1,516718548;2,337303013;2,337165399;2,337165397;
1220,5;;1,516768628;1,516712489;1,516712488;2,337302077;2,337164464;2,337164462;
1220,6;;1,516762563;1,51670643;1,51670643;2,33730114;2,337163529;2,337163528;
1220,7;;1,516756501;1,516700373;1,516700372;2,337300204;2,337162595;2,337162593;
1220,8;;1,516750439;1,516694317;1,516694318;2,337299269;2,337161661;2,33716166;
1220,9;;1,51674438;1,516688264;1,516688264;2,337298334;2,337160728;2,337160726;
1221;;1,516738322;1,516682212;1,516682212;2,337297399;2,337159795;2,337159794;
1221,1;;1,516732265;1,516676162;1,516676161;2,337296465;2,337158863;2,337158861;
1221,2;;1,516726211;1,516670113;1,516670113;2,337295532;2,337157931;2,337157929;
1221,3;;1,516720157;1,516664066;1,516664065;2,337294598;2,337156999;2,337156997;
1221,4;;1,516714106;1,51665802;1,51665802;2,337293665;2,337156068;2,337156067;
1221,5;;1,516708056;1,516651977;1,516651976;2,337292733;2,337155138;2,337155136;
1221,6;;1,516702008;1,516645934;1,516645934;2,337291801;2,337154207;2,337154206;
1221,7;;1,516695961;1,516639894;1,516639893;2,33729087;2,337153277;2,337153276;
1221,8;;1,516689916;1,516633855;1,516633855;2,337289938;2,337152348;2,337152346;
1221,9;;1,516683873;1,516627818;1,516627817;2,337289008;2,337151419;2,337151417;
1222;;1,516677832;1,516621782;1,516621782;2,337288078;2,337150491;2,337150489;
1222,1;;1,516671791;1,516615748;1,516615747;2,337287148;2,337149563;2,337149561;
1222,2;;1,516665753;1,516609715;1,516609715;2,337286218;2,337148635;2,337148633;
1222,3;;1,516659716;1,516603685;1,516603684;2,337285289;2,337147708;2,337147706;
1222,4;;1,516653681;1,516597655;1,516597655;2,337284361;2,337146781;2,337146779;
1222,5;;1,516647648;1,516591628;1,516591627;2,337283433;2,337145855;2,337145853;
1222,6;;1,516641616;1,516585602;1,516585602;2,337282505;2,337144929;2,337144927;
1222,7;;1,516635585;1,516579578;1,516579577;2,337281578;2,337144003;2,337144002;
1222,8;;1,516629557;1,516573555;1,516573555;2,337280651;2,337143078;2,337143077;
1222,9;;1,51662353;1,516567534;1,516567533;2,337279725;2,337142154;2,337142152;
1223;;1,516617504;1,516561514;1,516561514;2,337278799;2,33714123;2,337141228;
1223,1;;1,516611481;1,516555497;1,516555496;2,337277874;2,337140306;2,337140304;
1223,2;;1,516605458;1,51654948;1,51654948;2,337276949;2,337139382;2,337139381;
1223,3;;1,516599438;1,516543466;1,516543465;2,337276024;2,33713846;2,337138458;
1223,4;;1,516593419;1,516537453;1,516537453;2,3372751;2,337137537;2,337137536;
1223,5;;1,516587402;1,516531442;1,516531441;2,337274176;2,337136615;2,337136613;
