Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
31.1;0.06;0.933286429;1.297472567;1.229110737;1.228896675;1.228895065
31.2;0.06;0.933239974;1.297472567;1.228901977;1.228688659;1.228688652
31.3;0.06;0.93319369;1.297472567;1.228697725;1.228486536;1.228485145
31.4;0.06;0.933147577;1.297472567;1.228497659;1.228287115;1.228287108
31.5;0.06;0.933101631;1.297472567;1.228301487;1.228092792;1.228091581
31.6;0.06;0.933055853;1.297472567;1.228108943;1.227900812;1.227900803
31.7;0.06;0.933010239;1.297472567;1.227919789;1.227713276;1.227712213
31.8;0.06;0.932964791;1.297472567;1.227733806;1.22752779;1.227527782
31.9;0.06;0.932919504;1.297472567;1.2275508;1.227346214;1.227345272
32;0.06;0.932874379;1.297472567;1.227370589;1.227166445;1.227166436
32.1;0.06;0.932829414;1.297472567;1.227193014;1.226990144;1.226989302
32.2;0.06;0.932784608;1.297472567;1.227017925;1.226815451;1.226815442
32.3;0.06;0.932739959;1.297472567;1.226845191;1.226643863;1.226643103
32.4;0.06;0.932695466;1.297472567;1.226674688;1.226473717;1.226473708
32.5;0.06;0.932651127;1.297472567;1.226506306;1.226306375;1.226305684
32.6;0.06;0.932606941;1.297472567;1.226339944;1.22614034;1.22614033
32.7;0.06;0.932562908;1.297472567;1.22617551;1.225976857;1.225976223
32.8;0.06;0.932519025;1.297472567;1.226012921;1.225814567;1.225814558
32.9;0.06;0.932475292;1.297472567;1.225852098;1.225654621;1.225654035
33;0.06;0.932431706;1.297472567;1.225692972;1.225495773;1.225495764
33.1;0.06;0.932388268;1.297472567;1.225535479;1.225339095;1.225338549
33.2;0.06;0.932344976;1.297472567;1.225379559;1.225183434;1.225183424
33.3;0.06;0.932301828;1.297472567;1.225225158;1.225029795;1.225029283
33.4;0.06;0.932258823;1.297472567;1.225072227;1.224877107;1.224877097
33.5;0.06;0.93221596;1.297472567;1.224920718;1.224726316;1.224725833
33.6;0.06;0.932173238;1.297472567;1.224770591;1.224576419;1.224576409
33.7;0.06;0.932130656;1.297472567;1.224621805;1.224428311;1.224427853
33.8;0.06;0.932088213;1.297472567;1.224474324;1.224281049;1.224281039
33.9;0.06;0.932045907;1.297472567;1.224328114;1.224135485;1.224135048
34;0.06;0.932003737;1.297472567;1.224183144;1.223990724;1.223990714
34.1;0.06;0.931961702;1.297472567;1.224039386;1.223847583;1.223847164
34.2;0.06;0.931919802;1.297472567;1.22389681;1.223705208;1.223705197
34.3;0.06;0.931878035;1.297472567;1.223755393;1.223564383;1.22356398
34.4;0.06;0.931836399;1.297472567;1.223615111;1.223424292;1.223424281
34.5;0.06;0.931794895;1.297472567;1.22347594;1.223285691;1.223285303
34.6;0.06;0.93175352;1.297472567;1.223337859;1.223147796;1.223147785
34.7;0.06;0.931712274;1.297472567;1.223200849;1.223011336;1.223010961
34.8;0.06;0.931671155;1.297472567;1.223064892;1.222875558;1.222875547
34.9;0.06;0.931630164;1.297472567;1.222929968;1.222741166;1.222740803
35;0.06;0.931589297;1.297472567;1.222796061;1.222607434;1.222607423
