Time;Strain;Reduced Relaxation Function;Elastic Response;Stress;Stress by Integral;Stress by dG
21.5;0.043;0.919149977;0.583279576;0.5493144;0.548255864;0.548255781
21.6;0.0432;0.919045901;0.586074776;0.550953586;0.550828354;0.55082818
21.7;0.0434;0.918942278;0.588870753;0.554460952;0.553401196;0.553401112
21.8;0.0436;0.918839103;0.591667508;0.556100503;0.555974571;0.555974396
21.9;0.0438;0.918736372;0.59446504;0.559609274;0.5585483;0.558548215
22;0.044;0.918634082;0.597263351;0.561249195;0.561122565;0.56112239
22.1;0.0442;0.918532228;0.600062439;0.564759379;0.563697188;0.563697101
22.2;0.0444;0.918430807;0.602862305;0.566399675;0.566272347;0.566272171
22.3;0.0446;0.918329814;0.60566295;0.569911276;0.568847868;0.56884778
22.4;0.0448;0.918229247;0.608464374;0.571551951;0.571423928;0.571423751
22.5;0.045;0.9181291;0.611266577;0.575064974;0.574000351;0.574000262
22.6;0.0452;0.918029372;0.614069558;0.576706034;0.576577316;0.576577138
22.7;0.0454;0.917930058;0.616873319;0.580220485;0.579154647;0.579154557
22.8;0.0456;0.917831154;0.61967786;0.581861933;0.581732522;0.581732344
22.9;0.0458;0.917732658;0.62248318;0.585377817;0.584310766;0.584310674
23;0.046;0.917634566;0.625289281;0.587019659;0.586889555;0.586889377
23.1;0.0462;0.917536874;0.628096161;0.590536981;0.589468717;0.589468624
23.2;0.0464;0.91743958;0.630903822;0.59217922;0.592048425;0.592048246
23.3;0.0466;0.917342679;0.633712264;0.595697986;0.59462851;0.594628415
23.4;0.0468;0.91724617;0.636521486;0.597340627;0.597209142;0.597208962
23.5;0.047;0.917150048;0.63933149;0.60086084;0.599790153;0.599790058
23.6;0.0472;0.917054311;0.642142275;0.602503889;0.602371714;0.602371534
23.7;0.0474;0.916958956;0.644953841;0.606025555;0.604953657;0.60495356
23.8;0.0476;0.916863979;0.647766189;0.607669014;0.607536151;0.60753597
23.9;0.0478;0.916769379;0.650579319;0.611192137;0.61011903;0.610118932
24;0.048;0.916675151;0.653393231;0.612836012;0.612702462;0.612702281
24.1;0.0482;0.916581293;0.656207926;0.616360598;0.615286281;0.615286182
24.2;0.0484;0.916487803;0.659023403;0.618004891;0.617870655;0.617870473
24.3;0.0486;0.916394677;0.661839663;0.621530944;0.62045542;0.620455319
24.4;0.0488;0.916301912;0.664656706;0.623175661;0.62304074;0.623040558
24.5;0.049;0.916209507;0.667474532;0.626703186;0.625626454;0.625626352
24.6;0.0492;0.916117459;0.670293142;0.62834833;0.628212725;0.628212542
24.7;0.0494;0.916025765;0.673112535;0.631877331;0.630799392;0.63079929
24.8;0.0496;0.915934422;0.675932712;0.633522907;0.633386618;0.633386435
24.9;0.0498;0.915843428;0.678753674;0.637053389;0.635974244;0.63597414
25;0.05;0.91575278;0.68157542;0.6386994;0.638562429;0.638562245
25.1;0.0502;0.915662476;0.68439795;0.642231367;0.641151016;0.641150912
25.2;0.0504;0.915572514;0.687221265;0.643877817;0.643740165;0.643739981
25.3;0.0506;0.915482891;0.690045365;0.647411275;0.646329719;0.646329613
25.4;0.0508;0.915393605;0.69287025;0.649058168;0.648919835;0.648919651
25.5;0.051;0.915304654;0.695695921;0.65259312;0.651510359;0.651510252
25.6;0.0512;0.915216035;0.698522377;0.654240459;0.654101447;0.654101262
